number,url,title,created,updated,author,labels,area,kind,verdict,relevant_to_main,severity,human_attention,duplicate_of,cluster,evidence,notes
11164,https://github.com/cline/cline/issues/11164,It does not recognise DeepSeek.,2026-05-31,2026-06-04,justinwyllie,VS Code,sdk-llms,question-support,invalid-bogus,no,low,no,,,"The only identity text sent to the model is `DEFAULT_CLINE_SYSTEM_PROMPT` in `sdk/packages/shared/src/prompt/system.ts` (""You are Cline, an AI coding agent""), which never names the underlying model, so asking ""what model are you?"" cannot verify provider routing. The `deepseek` provider and the exact model the reporter picked (`deepseek-v4-flash`, `deepseek-v4-pro`) are present in `sdk/packages/llms/src/catalog/catalog.generated.ts`, and the model chip in `apps/vscode/webview-ui/src/components/chat/ChatTextArea.tsx` is what actually reflects the active route.","Matches the maintainer note on the issue (""this is likely a model issue""). Model self-report is not evidence of misrouting; no defect visible."
11181,https://github.com/cline/cline/issues/11181,"When using memorybank, Cline's sub-agents cause significant waste.",2026-06-01,2026-06-06,a690089735,VS Code,sdk-core,bug,repro-candidate,unsure,medium,yes,,,"`ALL_DEFAULT_TOOL_NAMES` in `sdk/packages/core/src/extensions/tools/constants.ts` contains no spawn/subagent tool, and `spawn_agent` (`sdk/packages/core/src/extensions/tools/team/spawn-agent-tool.ts`) is opt-in — `subagentsEnabled` defaults to `false` in `apps/vscode/src/shared/storage/state-keys.ts`. The reporter's diagnosis still holds when it is enabled: `createSpawnAgentTool` calls `createDelegatedAgent`, which gets its own `conversationId` and is seeded only with `input.task`, so each sub-agent re-reads the workspace from scratch.",Cost/efficiency issue owned by `@cline/core` team tools. Default-off in the new extension reduces blast radius; the no-shared-context design is the underlying cause.
11198,https://github.com/cline/cline/issues/11198,No changes in workspace for commit message when there a changes in workspace,2026-06-02,2026-06-02,unicornboat,VS Code,vscode-new,bug,confirmed-by-code,yes,medium,yes,,,"The exact error string is thrown on main by `getGitDiff` in `apps/vscode/src/utils/git.ts`, which only runs `git --no-pager diff --staged --diff-filter=d` and `git --no-pager diff HEAD --diff-filter=d`. Neither command reports untracked files, and `--diff-filter=d` drops deletions, so a workspace whose SCM change count is made up of new/deleted files yields an empty diff. `generateCommitMsg` in `apps/vscode/src/hosts/vscode/commit-message-generator.ts` then surfaces it verbatim as `[Commit Generation Failed] No changes in workspace for commit message`.",Fix is to include untracked files (e.g. `git add -N` / `--diff-filter` widening) before deciding there are no changes.
11205,https://github.com/cline/cline/issues/11205,[Relates to #4384] replace_in_file terminal loop edge case: hallucinating tags (azure_dracula) & ignoring boundary constraints,2026-06-02,2026-07-22,AxR-Studi0,VS Code,vscode-new,bug,legacy-only,no,medium,no,,legacy-replace-in-file,"The SEARCH/REPLACE diff-block writer the report blames no longer exists on main: `replace_in_file` is only an alias mapped to the `editor` tool (`sdk/packages/core/src/runtime/orchestration/runtime-builder.ts` and `apps/vscode/src/sdk/sdk-tool-policies.ts`), whose `replaceInFile` in `sdk/packages/core/src/extensions/tools/executors/editor.ts` throws on zero or multiple matches instead of writing partial content. The out-of-workspace write is also blocked by default: `resolveFilePath(cwd, input.path, restrictToCwd)` with `restrictToCwd = true` in the same file (and in `apply-patch.ts`).","The only remaining prompt text referencing SEARCH/REPLACE lives in `apps/vscode/src/core/prompts/responses.ts`, which has no importers (dead code). The last comment on the issue is third-party tool promotion, not signal."
11206,https://github.com/cline/cline/issues/11206,"Could you confirm whether MiniMax M3 is currently supported, and if not, whether support can be added or compatibility improved?",2026-06-02,2026-06-04,lmjlmj1234,VS Code,sdk-llms,question-support,already-fixed,no,low,no,,,"`sdk/packages/llms/src/catalog/catalog.generated.ts` lists `MiniMax-M3` under the `minimax`, `minimax-cn`, `minimax-coding-plan` and `minimax-cn-coding-plan` providers (plus ~20 aggregators such as `fireworks`, `nvidia`, `nebius`, `ollama`), and `minimax` is a builtin provider in `sdk/packages/llms/src/providers/builtins.ts` with dedicated routing in `sdk/packages/llms/src/providers/routing/minimax-thinking.ts`.","Maintainer already replied ""This should already be fixed""; the catalog on main confirms it. Safe to close."
11207,https://github.com/cline/cline/issues/11207,Unable to add context or add files & images,2026-06-02,2026-06-09,pumguy,JetBrains,jetbrains,bug,out-of-scope,no,medium,no,,,"The failing pieces are host-side: the `No results found` label is shared webview text (`apps/vscode/webview-ui/src/components/chat/ContextMenu.tsx`), but the file search and file-open results behind it are supplied by the JetBrains host, and the reporter's error string (""IDE can't find the following file: file:///..."") appears nowhere in this repo. Nothing in `sdk/packages/*` or `apps/vscode/standalone` produces it.","Already owned by the JetBrains team (mkondratek) in the plugin repo; reporter supplied About Info (Rider 2025.3.3, plugin 1.1.58)."
11208,https://github.com/cline/cline/issues/11208,Token Usage not accurate with Tinfoil,2026-06-02,2026-06-22,gbalston,VS Code,sdk-llms,bug,duplicate,unsure,medium,no,11660,inflated-token-count,"Usage normalization was rewritten on main in `normalizeUsage` (`sdk/packages/llms/src/providers/ai-sdk.ts`), which reads a single per-request usage object (`stream.usage`, falling back to the finish part) and does not sum streamed chunks; the running total is accumulated once per turn in `updateUsage` in `sdk/packages/agents/src/agent-runtime.ts`. Tinfoil is now also a first-class builtin (`tinfoil` with `kimi-k2-6`, `glm-5-2` in `sdk/packages/llms/src/catalog/catalog.generated.ts`), so the reporter's OpenAI-compatible-proxy path is no longer the only route. I could not find a defect that inflates 15k to 1.4m, so this needs a live check.","A commenter's hypothesis (cumulative snapshots being summed as deltas) is not what `normalizeUsage` does today, but the raw-usage field precedence (`inputTokens.total` before `prompt_tokens`) is the place to look for a proxy that reports non-standard usage."
11209,https://github.com/cline/cline/issues/11209,Assistant gets stuck in infinite read-loop consuming many API calls without completing implementation tasks,2026-06-02,2026-06-04,MYT-Assistance,VS Code,sdk-agents,bug,needs-info,unsure,medium,no,,,"Main has a stop-on-repeated-failure guard (`sdk/packages/core/src/runtime/safety/mistake-tracker.ts`, tightened at HEAD by e4091c368 ""Stop the task at the mistake limit like the CLI""), but that only counts mistakes — successful repeated `read_files` calls are not mistakes, and `sdk/packages/agents/src/agent-runtime.ts` has no duplicate-tool-call/loop detector. So nothing on main structurally prevents the reported re-read loop; equally there is no code defect to point at, and the report is from the legacy harness with a weak model (`openai` / `deepseek-chat`).",Model-behavior report without a task transcript. Would need the reporter to retry on the SDK harness and share the session before it is actionable; a repeated-identical-tool-call guard in `agent-runtime.ts` is the candidate hardening.
11216,https://github.com/cline/cline/issues/11216,Cline Ticket Number #104995434,2026-06-02,2026-06-02,zzz-creator,VS Code|beta,vscode-new,bug,confirmed-by-code,yes,medium,yes,,,"The body is only a tracking placeholder, but the collaborator comment pins the real defect and it still holds on main: `apps/vscode/webview-ui/src/components/settings/providers/LMStudioProvider.tsx` renders only a base-URL field and a model dropdown — it never renders `ApiKeyField` — even though the provider manifest supports a key (`apiKeyEnv: [""LMSTUDIO_API_KEY""]` in `sdk/packages/llms/src/providers/builtins.ts`). The CLI side is fine: `getProviderConfigFields` in `sdk/packages/core/src/services/providers/provider-config-fields.ts` returns an `apiKey` field for every non-OAuth, non-`local-auth` provider, and `lmstudio` is neither.",Fix is small and local: add `ApiKeyField` to `LMStudioProvider.tsx`. The linked Linear ticket's CLI half (CLINE-2366) appears already satisfied on main.
11221,https://github.com/cline/cline/issues/11221,API error CODEX,2026-06-02,2026-06-08,zvalek1,VS Code,sdk-llms,bug,already-fixed,no,medium,no,,codex-responses-item-pairing,"`filterOpenAICodexModels` in `sdk/packages/llms/src/providers/openai-codex-models.ts` now only exposes Codex models newer than 5.3 (`Number.parseFloat(match[1]) > 5.3`) and drops `o`/`pro`/`nano` families, so `gpt-5.3-codex`, `gpt-5.2`, `gpt-5.3-codex-spark` and `gpt-5.5-pro` — exactly the models that 400'd — are no longer selectable. That list was tightened in ecca88bb9 ""Clean-up the Codex model list (#11342)"" (2026-06-07) after this report.",Root cause was upstream: OpenAI dropped 5.3 from Codex subscription access. One loose thread in the thread is a commenter seeing gpt-5.4 edit files while in Plan mode — that is unrelated and should be filed separately if reproducible.
11223,https://github.com/cline/cline/issues/11223,Cerebras Provider: Getting model doesn't exist error when trying to use llama3.1-8b LLM,2026-06-02,2026-06-05,RajatNagoria,QA|VS Code|JetBrains,sdk-llms,bug,already-fixed,no,low,no,,,"The `cerebras` provider block in `sdk/packages/llms/src/catalog/catalog.generated.ts` now offers only `gemma-4-31b`, `zai-glm-4.7` and `gpt-oss-120b`; `llama3.1-8b` is gone (the only `llama3-1-8b` entry left in the catalog is Bedrock's `meta.llama3-1-8b-instruct-v1:0`). The catalog is generated from models.dev, so the stale entry that Cerebras rejected is no longer offered in the picker.",Reporter confirmed it was this model only. Safe to close once the catalog version shipped in the reporter's build.
11238,https://github.com/cline/cline/issues/11238,Can't paste API key for Anthorpic,2026-06-03,2026-06-09,akamensky,JetBrains,jetbrains,bug,out-of-scope,no,medium,no,,webview-clipboard,"The shared settings input is `apps/vscode/webview-ui/src/components/settings/common/ApiKeyField.tsx`, a plain `VSCodeTextField` with no `onPaste` interception or key filtering, so nothing in this repo blocks a paste. Clipboard delivery into the embedded JCEF browser is JetBrains-plugin/host territory, which lives in a separate repo.",JetBrains maintainer could not reproduce on 1.1.58 or nightly and is waiting on the reporter.
11241,https://github.com/cline/cline/issues/11241,Prompt gets deleted when changing from Act mode to Plan mode and hitting send,2026-06-03,2026-06-03,LuisArmando-TestCoder,VS Code,vscode-new,bug,duplicate,no,medium,no,12237,prompt-lost-on-mode-switch,"On main the composer is only cleared when the backend confirms the text was consumed: `togglePlanActMode` in `apps/vscode/src/sdk/sdk-mode-coordinator.ts` returns `continuationSent && hasUserContent`, and `onModeToggle` in `apps/vscode/webview-ui/src/components/chat/ChatTextArea.tsx` clears only `if (response.value)` and only when the textarea still holds the exact submitted text. That handling landed in 31cff1f75 ""fix(vscode): auto-continue the task when switching from plan to act (#11401)"" (2026-06-10), after this report.","Worth a quick sanity check on the new extension before closing, since the reporter says the loss happened at Send rather than at toggle."
11263,https://github.com/cline/cline/issues/11263,bug(ollama): Infinite JSON tool loop & HTTP 400/500 errors on non-tool/streamed models,2026-06-04,2026-07-17,Pipe5linger,VS Code,sdk-llms,bug,repro-candidate,unsure,medium,yes,,ollama-json-tool-loop,"Half of this is structurally gone: main drives Ollama through the native `/api/chat` endpoint via `ai-sdk-ollama` (`sdk/packages/llms/src/providers/vendors/ollama.ts`) and the harness consumes native tool calls, so there is no XML parser to choke on JSON tool calls. The other half still looks real: `streamText` in `sdk/packages/llms/src/providers/ai-sdk.ts` always passes `tools: toAiSdkTools(request)` (only suppressed when `providerDisablesExternalToolExecution(context)`), with no gate on the resolved model's `tools` capability, so a GGUF without tool support still receives a tools payload.","Overlaps heavily with #10843 (same JSON-tool-loop complaint) and open PR #11272. Note the reporter later wrote ""I could be hallucinating this whole issue""; the tools-capability gap in `ai-sdk.ts` is the part that is actually visible in code."
11266,https://github.com/cline/cline/issues/11266,"Terminal commands emitted with HTML entities escaped (`&amp;&amp;`, `&gt;`) causing shell parse errors",2026-06-04,2026-06-18,leorodriguesrj,VS Code,vscode-new,bug,legacy-only,no,medium,no,,,"The escaping came from the legacy XML assistant-message parser, which does not exist on main — the only XML/SEARCH-REPLACE text left is unimported dead code in `apps/vscode/src/core/prompts/responses.ts`. Commands now arrive as JSON tool-call arguments and are executed by `sdk/packages/core/src/extensions/tools/executors/bash.ts`; the only HTML-entity handling anywhere in the tool path is decoding in `sdk/packages/core/src/extensions/tools/executors/web-fetch.ts`, so there is no encode step to leak `&amp;&amp;` into a shell command.","Reporter re-confirmed on 3.89.2, which is still a legacy marketplace build. If it recurs on the SDK harness it would be pure model output, not a Cline transform."
11268,https://github.com/cline/cline/issues/11268,Skills not being loaded,2026-06-04,2026-07-15,leozin,VS Code,sdk-core,bug,already-fixed,no,medium,no,,,"`resolveSkillsConfigSearchPaths` in `sdk/packages/shared/src/storage/paths.ts` explicitly scans `<workspace>/.agents/skills` (via `LEGACY_AGENT_SKILLS_CONFIG_DIR`) alongside `.clinerules/skills`, `.cline/skills` and `~/.agents/skills`, and that is what the loader uses (`sdk/packages/core/src/extensions/config/user-instruction-config-loader.ts`). The commenter's folder-name workaround is also unnecessary on main: the loader falls back to the directory/file name when frontmatter `name` is absent. A real silent-load bug in this area was fixed after the report in e3c6d5107 ""fix: recognize frontmatter with a leading UTF-8 BOM (#12277)"".","If it recurs, the likely cause is malformed SKILL.md frontmatter rather than the search path."
11274,https://github.com/cline/cline/issues/11274,replace_in_file appends a stray blank line at the end of every SEARCH/REPLACE block,2026-06-04,2026-06-23,luke-cramer,VS Code,vscode-new,bug,legacy-only,no,medium,no,,legacy-replace-in-file,"The SEARCH/REPLACE block writer that inserted the trailing newline is gone: on main `replace_in_file` is an alias for the `editor` tool (`sdk/packages/core/src/runtime/orchestration/runtime-builder.ts`), and `replaceInFile` in `sdk/packages/core/src/extensions/tools/executors/editor.ts` does `content.replace(normalizedOldStr, () => normalizedNewStr)` and writes the result verbatim — it only normalizes line endings to the file's own EOL and never appends a line.","The JetBrains ""same here"" comment is also against the legacy core; it should be re-checked only after JetBrains picks up the SDK-based standalone core."
11292,https://github.com/cline/cline/issues/11292,"cannot see Cline icon in Activity bar,",2026-06-05,2026-06-05,vavanv,VS Code,vscode-new,bug,duplicate,unsure,low,no,10345,extension-not-activating,"The contribution is intact on main: `apps/vscode/package.json` declares `viewsContainers.activitybar` with id `claude-dev-ActivityBar`, title `Cline`, icon `assets/icons/icon.svg`, and a matching webview view under `views`. The report contains no version, OS, logs or steps (all template fields are blank), so there is nothing to tie it to code.",Most likely a hidden Activity Bar item or a failed extension activation; auto-closeable with a request for logs.
11295,https://github.com/cline/cline/issues/11295,Deadlock on remote-SSH after terminal commands,2026-06-05,2026-06-17,mlevenston1,VS Code,vscode-new,bug,duplicate,no,high,no,12079,terminal-skipped-hang,"Both reported bugs target code that no longer runs. There is no system-notification call left in the extension (no `showSystemNotification` anywhere under `apps/vscode/src`, and the ""Could not show system notification"" string does not exist in the repo), and commands no longer depend on VS Code shell integration by default: `apps/vscode/src/sdk/vscode-runtime-builder.ts` defaults `vscodeTerminalExecutionMode` to `backgroundExec`. The timeout is also user-editable — `TerminalSettingsSection.tsx` posts `StateServiceClient.updateTerminalConnectionTimeout` and `apps/vscode/src/core/controller/state/updateTerminalConnectionTimeout.ts` persists it (4000 ms is only the default in `state-keys.ts`).","The issue body was AI-generated from a legacy 3.87 session. A later commenter reports a different symptom (stuck ""thinking"" after a command completes) that a maintainer is already chasing — that thread, not this body, is the live signal."
11296,https://github.com/cline/cline/issues/11296,Claude Code provider fails to connect with Claude Code CLI 2.1.163: command exits with code 1,2026-06-05,2026-06-09,ndrwj,VS Code,sdk-llms,bug,duplicate,no,medium,no,10135,claude-code-exit-code-1,"The invocation code the report blames (`apps/vscode/src/integrations/claude-code/run.ts`, which spawned `claude -p --output-format stream-json` itself) was deleted during the SDK migration — the directory does not exist on main (`apps/vscode/src/integrations/` now holds only diagnostics, editor, misc, openai-codex, terminal). Claude Code now routes through the `ai-sdk-provider-claude-code` package in `sdk/packages/llms/src/providers/vendors/community.ts`, which also auto-resolves the executable via `@anthropic-ai/claude-agent-sdk-*`.","PR #11169, which a commenter offered as the fix, is still OPEN and only touches the deleted `apps/vscode/src/integrations/claude-code/run.ts` — it targets dead code and should not be merged as-is."
11302,https://github.com/cline/cline/issues/11302,Cline ask question but dont have any answer,2026-06-05,2026-06-05,syaoranvn,VS Code,sdk-core,bug,duplicate,yes,medium,no,11337,ask-question-schema-too-strict,"The attached screenshot shows ""Cline has a question:"" with the question text and no selectable options, on `openai-compat:MiniMax-M3` — the same provider/model as #11337. `AskQuestionInputSchema` in `sdk/packages/core/src/extensions/tools/schemas.ts` requires `options: z.array(z.string().min(1)).min(2).max(5)`, so the structured `{key,label,description}[]` MiniMax M3 emits fails validation in `createAskQuestionTool` (`sdk/packages/core/src/extensions/tools/definitions.ts`) and no options survive to the UI.","Filed two days before #11337 but #11337 carries the diagnosis and a proposed union-schema fix, so track it there."
11307,https://github.com/cline/cline/issues/11307,Text input fields cursor skip,2026-06-05,2026-06-05,mikulas-ruzek-ex-th,VS Code,vscode-new,bug,duplicate,yes,medium,no,10510,settings-input-eats-characters,"`useDebouncedInput` in `apps/vscode/webview-ui/src/components/settings/utils/useDebouncedInput.ts` saves after 100 ms and then unconditionally re-syncs (`if (prevInitialValueRef.current !== initialValue) setLocalValue(initialValue)`) when the backend echoes state back, discarding anything typed in the interim and pushing the caret to the end — exactly the ""characters eaten, cursor jumps"" behaviour, and only when typing fast enough to cross the debounce. `DebouncedTextField.tsx` is built on it. The sibling `ApiKeyField.tsx` already guards against this with `isFocusedRef`/`hasPendingUserEditRef`; the shared hook does not.",Fix is to port the focus/pending-edit guard from `ApiKeyField.tsx` into `useDebouncedInput`.
11328,https://github.com/cline/cline/issues/11328,"DeepSeek V4 Pro enters reasoning loop and outputs malformed ""Checkpoint Compare Restore"" text, breaking tool execution",2026-06-06,2026-06-08,fengmas,VS Code|beta,sdk-agents,bug,needs-info,unsure,medium,no,,,"The echoed words are Cline's own chat-row labels, which points at the legacy XML harness feeding rendered UI text back into the model; main sends native tool calls built in `sdk/packages/llms/src/providers/ai-sdk.ts` (`toAiSdkTools` + `streamText`) and the ""complex prompts / less capable models"" warning string does not exist anywhere under `sdk/packages/*` or `apps/vscode/src`. There is no code defect on main I can point to, and the report has no transcript.",Filed against 3.88.0 beta; a maintainer already asked the reporter to retry on the migrated harness and got no reply. Same family as #11209.
11332,https://github.com/cline/cline/issues/11332,No vertical scrollbar displayed in Cline output panel,2026-06-06,2026-06-06,SteveALee,VS Code,vscode-new,feature-request,feature-request,yes,low,no,,,"Hiding the scrollbar is deliberate and still present: the Virtuoso message list in `apps/vscode/webview-ui/src/components/chat/chat-view/components/layout/MessagesArea.tsx` sets `scrollbarWidth: ""none""` and `msOverflowStyle: ""none""`, and the `.scrollable` rules in `apps/vscode/webview-ui/src/main.css` keep the webkit thumb `border-color: transparent` until `body:hover`/`body:focus-within`. So there is no persistent thumb to indicate content length or to drag.","Accessibility-flavoured styling change in the webview; agent-fixable, but it reverses an intentional design choice so it needs a product call before implementing."
11337,https://github.com/cline/cline/issues/11337,"fix(core): ask_question options schema too strict, rejects object[] from some models",2026-06-07,2026-06-25,lssuzie,CLI,sdk-core,bug,confirmed-by-code,yes,medium,yes,,ask-question-schema-too-strict,"Still exactly as reported on main: `AskQuestionInputSchema` in `sdk/packages/core/src/extensions/tools/schemas.ts` declares `options: z.array(z.string().min(1)).min(2).max(5)`, and `createAskQuestionTool` in `sdk/packages/core/src/extensions/tools/definitions.ts` hard-fails through `validateWithZod` with `retryable: false, maxRetries: 0`. The analogous union-schema fix the reporter cites was merged only for read_files (dd7042fc7 ""fix(core): use union schema for read files tool input validation (#11225)""), never for ask_question.","Owned by `@cline/core`; fix is a union schema plus object→string normalization in the executor, mirroring #11225. Also explains #11302."
11340,https://github.com/cline/cline/issues/11340,Feature: warn on likely-typosquat npm installs before execute_command runs them,2026-06-07,2026-06-07,AyoubTadlaoui,,sdk-core,feature-request,feature-request,yes,low,yes,,,"The integration point the reporter names does not exist on main: there is no `CommandPermissionController` and no `apps/vscode/src/core/permissions/` directory (grep for `CommandPermissionController` returns zero hits repo-wide), and `CLINE_COMMAND_PERMISSIONS` survives only as a blocked-command response string in `apps/vscode/src/core/prompts/responses.ts`. Shell execution on main lives in `sdk/packages/core/src/extensions/tools/executors/bash.ts` (`spawnAndCollect`), so any typosquat inspector would have to hook the SDK bash tool, not a VS Code permission controller.","Contributor has an implementation + 39 tests ready and is asking for a go/no-go, so a maintainer decision is needed. Also needs a scope correction: the proposed hook site is legacy 3.x; on main it belongs next to the bash executor / tool-approval path in @cline/core."
11350,https://github.com/cline/cline/issues/11350,`execute_command` does not return stdout/stderr to the agent,2026-06-08,2026-06-09,hachour,JetBrains,jetbrains,bug,duplicate,no,medium,no,10948,jetbrains-command-no-output,"JetBrains contributor mkondratek commented that this is the same as #10948 and that the fix already shipped to the JetBrains nightly channel; `gh issue view 10948` confirms it is CLOSED (2026-06-05, labels JetBrains + Windows). On main the standalone/JetBrains build cannot use the VS Code terminal path at all — `apps/vscode/src/sdk/vscode-terminal-execution-mode.ts` clamps standalone hosts to `backgroundExec`, which returns real piped stdout/stderr via `spawnAndCollect` in `sdk/packages/core/src/extensions/tools/executors/bash.ts`.",JetBrains plugin terminal integration (separate repo). Safely closeable as a duplicate pointing at the nightly fix.
11356,https://github.com/cline/cline/issues/11356,Technical support ignores me.,2026-06-08,2026-06-08,hikikai,VS Code,unknown,question-support,invalid-bogus,no,low,no,,,"No code defect is described: the report is a request to unblock a Cline account after credential sharing, referencing support tickets #102479561 / #107052694. Nothing in /workspace is implicated; account state lives in the Cline backend, not in this repo.",Already routed: collaborator BarreiroT offered to whitelist the account over email. Account-support ticket filed as a GitHub issue; closeable.
11362,https://github.com/cline/cline/issues/11362,Cline: Displays message after starting a new task while previous task Is pending approval,2026-06-08,2026-06-08,kirtirajsinh-dot,QA|VS Code,vscode-new,bug,repro-candidate,unsure,low,yes,,,"The reason string still exists on main: `apps/vscode/src/sdk/sdk-task-control-coordinator.ts:75` calls `this.options.interactions.clearPending(""Task cleared"")`, which resolves the pending tool approval with `{ approved: false, reason }` in `apps/vscode/src/sdk/sdk-interaction-coordinator.ts:238`. However the raw-JSON render path is legacy — no producer of a `{""error"": ...}` payload exists in `apps/vscode/src`, and `apps/vscode/src/sdk/message-translator.ts` now has dedicated denial-suppression (`recordDeniedToolApproval`, `checkDeniedToolApproval`, `isSuppressedToolApprovalDenial`) that did not exist in 3.87.","QA-filed. Verify against apps/vscode; the message-translator denial suppression may already hide it, in which case close as fixed by the SDK cutover."
11364,https://github.com/cline/cline/issues/11364,"Subagent document reads frequently return truncated content, forcing parent task to re-read docs directly",2026-06-08,2026-06-09,batsonjay,VS Code,sdk-core,feature-request,feature-request,yes,low,yes,,,"There is no Cline-side truncation of subagent results on main: `sdk/packages/core/src/extensions/tools/team/spawn-agent-tool.ts` returns `result.text` verbatim (no slice/truncate; the only `truncateText` helpers in that directory are for team-run previews in `team-tools.ts`). What is bounded is the subagent's own file reading — `MAX_READ_OUTPUT_CHARS = 48_000` in `sdk/packages/core/src/extensions/tools/executors/output-limits.ts`. So the 'truncation' is the subagent model summarizing/hitting its own output budget, not a defect.","The concrete ask (size-check documents before delegating, or skip delegation for large sets) is a prompt/orchestration change in `sdk/packages/core/src/extensions/tools/team/`. One +1 from another user."
11369,https://github.com/cline/cline/issues/11369,[BUG] Hub WebSocket rejects connections when authToken is empty string (regression in v0.0.43),2026-06-08,2026-06-08,galaticpower,,hub,bug,already-fixed,no,medium,no,,hub-ws-empty-authtoken,"The reporter's root cause (read out of minified `dist/hub/daemon/entry.js`) does not match main: the client never depends on `CLINE_HUB_AUTH_TOKEN` — it reads the token from the discovery record (`record.authToken` in `sdk/packages/core/src/hub/client/index.ts:899` and `:1000`, plus `resolveLocalHubAuthToken`) and sends it as the `cline-hub-auth.<token>` subprotocol at `:352`, matching `readWebSocketAuthToken` in `sdk/packages/core/src/hub/server/hub-websocket-server.ts:242`. The token-propagation bug behind the 1006 symptom was fixed two days after this was filed by commit 6138bdfe4 (""feat: Enforce a production singleton Cline Hub"", #11372, 2026-06-10), whose description includes ""Preserve and propagate auth tokens when retiring incompatible hubs"" and ""made discovery auth tokens required again"".",Fixed by 6138bdfe4 (#11372). The requested behavior (accept empty-token connections) should NOT be implemented — auth is required by design; the token is distributed via the discovery file.
11370,https://github.com/cline/cline/issues/11370,[BUG] Hub WebSocket code 1006 — server generates random token rejecting no-auth clients,2026-06-08,2026-06-08,galaticpower,,hub,bug,duplicate,no,medium,no,11369,hub-ws-empty-authtoken,"Same reporter, same symptom (WebSocket close 1006 from the v0.0.43 hub daemon), filed 17 minutes after #11369 with a more detailed decompilation of the same `XB`/`Vy` auth functions. Same code check applies: `sdk/packages/core/src/hub/server/hub-websocket-server.ts:292` mints a token via `createHubAuthToken()` and the client reads it back out of the discovery record in `sdk/packages/core/src/hub/client/index.ts` rather than from an env var, and 6138bdfe4 (#11372) repaired token propagation/discovery-record handling.",Close as a duplicate of #11369; both are superseded by 6138bdfe4.
11374,https://github.com/cline/cline/issues/11374,Provider/docs request: Starveri API OpenAI-compatible GPT/Codex gateway,2026-06-09,2026-06-09,Lwoxs,,sdk-llms,feature-request,feature-request,yes,low,yes,,,"No `starveri` entry exists in `sdk/packages/llms/src/providers/ids.ts` or `sdk/packages/llms/src/providers/builtins.ts` (grep returns nothing). The pattern an OpenAI-compatible preset would follow is present, e.g. the `aihubmix` `BUILTIN_SPECS` entry at `sdk/packages/llms/src/providers/builtins.ts:737` with `apiKeyEnv` and `defaults.baseUrl`.",Purely a scope/policy call: does Cline want to list independent third-party OpenAI-compatible gateways as presets? The reporter explicitly says to close it if not. Same class of request as #11406.
11375,https://github.com/cline/cline/issues/11375,"/compact fails to trigger condense tool on OpenAI/GPT provider (cline:openai/gpt-5.5), but works after switching to Claude Opus 4.6",2026-06-09,2026-06-09,yunfy1990,VS Code,vscode-new,bug,legacy-only,no,medium,no,,,"The reported mechanism — a `condense` tool that must appear in the assistant's tool registry — no longer exists on main. `/compact` in `apps/vscode` now runs `compactSessionMessages` in `apps/vscode/src/sdk/sdk-compaction.ts`, which calls `createContextCompactionPrepareTurn` (`sdk/packages/core/src/extensions/context/compaction.ts:248`) with `{ mode: ""manual"" }`. That is an out-of-band `prepareTurn` pipeline step (`agentic-compaction.ts` / `basic-compaction.ts`), so compaction never depends on the main model choosing to call a `condense` tool and cannot be diverted into `attempt_completion`.",Filed against 3.88.1. The provider-dependent tool-registry failure mode is structurally impossible in the SDK compaction path; closeable with a note to retest on the SDK extension.
11376,https://github.com/cline/cline/issues/11376,Websocket-related:,2026-06-09,2026-06-25,gbrennon,CLI,cli,bug,repro-candidate,unsure,high,yes,,hub-session-loss,"Filed against CLI 3.0.20; `apps/cli/package.json` is now 3.0.46, and several hub-lifecycle fixes have landed since (`107bce75b fix(cli): recover stale interactive sessions and suppress shutdown races` #11259, `1bb083328 fix(cli): isolate hub daemon abort handling` #12500). I could not find a specific defect on main matching the description because the report has no logs or error text — only a screenshot and the sentence 'cline local server seems to be stopped'. The reporter re-confirmed on 2026-06-25 that it still happens.",Suspect a race between mid-turn mode switching and hub session state. Needs a maintainer with the hub session lifecycle in hand; the report itself is too thin to act on without a repro attempt.
11377,https://github.com/cline/cline/issues/11377,Cline unexpectedly resets to start screen due to Extension Host crash (STATUS_STACK_BUFFER_OVERRUN) — likely triggered by better-sqlite3,2026-06-09,2026-06-09,NGC13009,VS Code|beta,vscode-new,bug,needs-info,unsure,critical,yes,,extension-host-crash,"The log evidence is entirely legacy: none of the strings the report is built on — `schedule assistant presentation`, `Failed to save ui messages`, `Current ask promise was ignored` — exist anywhere in /workspace, so that task loop is gone. The blamed native module IS still present though: `better-sqlite3` ^12.4.1 in `apps/vscode/package.json:505` and `apps/vscode/standalone/runtime-files/package.json`, used by `apps/vscode/src/core/locks/SqliteLockManager.ts` and `sdk/packages/shared/src/db/sqlite-db.ts`. Nothing in the report ties the -36861 crash to a specific call site.",14 extension-host crashes over 4 sessions is worth attention despite the AI-generated root-cause guess. Ask for a Windows crash dump (`%LOCALAPPDATA%\CrashDumps`) and whether it reproduces with only Cline enabled — the reporter also runs Continue.continue and buuug7.GBK2UTF8. Retest on apps/vscode since the flooding DEBUG loop it blames no longer exists.
